name	N	mu	mu_model	err_mu	zcmb	zhel	dz	mb	dmb	x1	dx1	color	dcolor	3rdvar	d3rdvar	cov_m_s	cov_m_c	cov_s_c	set	ra	dec	biascor
16276	16276	39.8710	39.8562	0.1463	0.19176	0.192798	0.0	20.5315	0.1404	0	0	0	0	0	0	0	0	0	0	0	0	
16100	16100	39.9399	39.8773	0.1357	0.19392	0.194824	0.0	20.5958	0.1361	0	0	0	0	0	0	0	0	0	0	0	0	
2246	2246	39.9627	39.9036	0.1264	0.19422	0.194793	0.0	20.61715	0.12925	0	0	0	0	0	0	0	0	0	0	0	0	
16099	16099	39.8459	39.9051	0.1158	0.1958	0.196760	0.0	20.5286	0.1151	0	0	0	0	0	0	0	0	0	0	0	0	
236	9	39.8417	39.9076	0.1115	0.1959	0.195295	0.0	20.50135	0.109	0	0	0	0	0	0	0	0	0	0	0	0	
15129	15129	39.8937	39.9061	0.1225	0.19611	0.197182	0.0	20.54825	0.11935	0	0	0	0	0	0	0	0	0	0	0	0	
15674	15674	40.0487	39.9110	0.1387	0.19654	0.197759	0.0	20.70795	0.1369	0	0	0	0	0	0	0	0	0	0	0	0	
18768	18768	40.0778	39.9135	0.1415	0.19671	0.197785	0.0	20.7379	0.13845	0	0	0	0	0	0	0	0	0	0	0	0	
13070	13070	39.9501	39.9189	0.1223	0.19718	0.198388	0.0	20.5818	0.1167	0	0	0	0	0	0	0	0	0	0	0	0	
18804	18804	39.7716	39.9235	0.1131	0.19726	0.198237	0.0	20.4352	0.1122	0	0	0	0	0	0	0	0	0	0	0	0	
15222	15222	39.8312	39.9291	0.1279	0.19801	0.199199	0.0	20.49105	0.129	0	0	0	0	0	0	0	0	0	0	0	0	
360145	360145	39.9881	39.9393	0.1198	0.1985	0.197999	0.0	20.6442	0.1223	0	0	0	0	0	0	0	0	0	0	0	0	
19658	19658	39.9938	39.9368	0.1373	0.19862	0.199767	0.0	20.6407	0.1317	0	0	0	0	0	0	0	0	0	0	0	0	
17811	17811	39.9627	39.9374	0.1467	0.19867	0.199782	0.0	20.61015	0.13895	0	0	0	0	0	0	0	0	0	0	0	0	
500504	500504	39.7662	39.9490	0.1339	0.1994	0.198999	0.0	20.3968	0.14145	0	0	0	0	0	0	0	0	0	0	0	0	
110460	110460	39.9571	39.9512	0.1501	0.1996	0.199974	0.0	20.61175	0.15295	0	0	0	0	0	0	0	0	0	0	0	0	
560150	560150	40.0054	39.9539	0.1398	0.1998	0.200995	0.0	20.66375	0.13595	0	0	0	0	0	0	0	0	0	0	0	0	
370308	370308	39.8878	39.9651	0.2350	0.2006	0.199988	0.0	20.5274	0.21145	0	0	0	0	0	0	0	0	0	0	0	0	
470232	470232	40.0644	39.9650	0.1658	0.2006	0.200029	0.0	20.72485	0.1607	0	0	0	0	0	0	0	0	0	0	0	0	
13152	13152	39.7257	39.9795	0.1138	0.20215	0.203311	0.0	20.38595	0.11475	0	0	0	0	0	0	0	0	0	0	0	0	
6780	6780	39.9470	39.9857	0.1389	0.20267	0.203825	0.0	20.60265	0.13765	0	0	0	0	0	0	0	0	0	0	0	0	
14212	14212	40.0740	39.9905	0.1163	0.20308	0.204254	0.0	20.7349	0.1164	0	0	0	0	0	0	0	0	0	0	0	0	
15203	15203	39.9737	39.9913	0.1206	0.20313	0.204218	0.0	20.64165	0.1209	0	0	0	0	0	0	0	0	0	0	0	0	
16032	16032	40.0018	39.9941	0.1239	0.20318	0.203865	0.0	20.64385	0.12035	0	0	0	0	0	0	0	0	0	0	0	0	
7243	7243	40.0362	39.9923	0.1397	0.20323	0.204386	0.0	20.7001	0.1382	0	0	0	0	0	0	0	0	0	0	0	0	
20581	20581	39.9345	39.9937	0.1316	0.20335	0.204559	0.0	20.5734	0.12555	0	0	0	0	0	0	0	0	0	0	0	0	
15901	15901	39.9956	39.9953	0.1214	0.20368	0.204563	0.0	20.6509	0.11955	0	0	0	0	0	0	0	0	0	0	0	0	
18965	18965	40.0234	40.0080	0.1284	0.20453	0.205641	0.0	20.66435	0.12435	0	0	0	0	0	0	0	0	0	0	0	0	
110033	110033	39.8897	40.0262	0.1589	0.2049	0.205729	0.0	20.5539	0.15765	0	0	0	0	0	0	0	0	0	0	0	0	
17801	17801	40.2741	40.0154	0.1585	0.20515	0.206190	0.0	20.934	0.1568	0	0	0	0	0	0	0	0	0	0	0	0	
15872	15872	39.9091	40.0236	0.1238	0.20548	0.206290	0.0	20.5658	0.12095	0	0	0	0	0	0	0	0	0	0	0	0	
19913	19913	40.0764	40.0200	0.1395	0.20557	0.206760	0.0	20.73155	0.1351	0	0	0	0	0	0	0	0	0	0	0	0	
15201	15201	40.3884	40.0410	0.1810	0.20735	0.208558	0.0	21.03995	0.18575	0	0	0	0	0	0	0	0	0	0	0	0	
15467	15467	39.9959	40.0543	0.1230	0.20847	0.209554	0.0	20.65465	0.12075	0	0	0	0	0	0	0	0	0	0	0	0	
140152	140152	39.9401	40.0587	0.1161	0.2085	0.207972	0.0	20.59295	0.11275	0	0	0	0	0	0	0	0	0	0	0	0	
13641	13641	40.0369	40.0547	0.1344	0.20852	0.209744	0.0	20.70195	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	
200132	200132	40.1966	40.0609	0.1681	0.2088	0.209992	0.0	20.859	0.16115	0	0	0	0	0	0	0	0	0	0	0	0	
19425	19425	40.2491	40.0727	0.1523	0.21005	0.211166	0.0	20.90475	0.1584	0	0	0	0	0	0	0	0	0	0	0	0	
4D1dc	15	39.9848	40.0835	0.1046	0.2102	0.210999	0.0	20.64495	0.10525	0	0	0	0	0	0	0	0	0	0	0	0	
550154	550154	40.2667	40.0840	0.1275	0.2102	0.211005	0.0	20.9208	0.1231	0	0	0	0	0	0	0	0	0	0	0	0	
15259	15259	39.9781	40.0781	0.1350	0.21054	0.211747	0.0	20.6402	0.1335	0	0	0	0	0	0	0	0	0	0	0	0	
460105	460105	40.0877	40.0833	0.1729	0.2106	0.210015	0.0	20.73865	0.1623	0	0	0	0	0	0	0	0	0	0	0	0	
17875	17875	40.3472	40.0810	0.1535	0.21075	0.211784	0.0	21.0136	0.15075	0	0	0	0	0	0	0	0	0	0	0	0	
14157	14157	39.9129	40.0791	0.1222	0.21082	0.211378	0.0	20.57655	0.1203	0	0	0	0	0	0	0	0	0	0	0	0	
18940	18940	40.0698	40.0835	0.1273	0.21099	0.212127	0.0	20.727	0.12695	0	0	0	0	0	0	0	0	0	0	0	0	
7847	7847	40.0373	40.0977	0.1182	0.2116	0.212477	0.0	20.68915	0.12295	0	0	0	0	0	0	0	0	0	0	0	0	
6933	6933	39.9643	40.0909	0.1289	0.21163	0.212760	0.0	20.6247	0.1276	0	0	0	0	0	0	0	0	0	0	0	0	
2330	2330	40.4872	40.0926	0.1800	0.21179	0.212956	0.0	21.14485	0.1818	0	0	0	0	0	0	0	0	0	0	0	0	
18466	18466	40.1416	40.1015	0.1294	0.21226	0.212868	0.0	20.80065	0.1303	0	0	0	0	0	0	0	0	0	0	0	0	
18927	18927	40.0237	40.1106	0.1396	0.21323	0.213867	0.0	20.67635	0.1429	0	0	0	0	0	0	0	0	0	0	0	0	
13305	13305	40.0652	40.1109	0.1233	0.21338	0.214557	0.0	20.73185	0.12325	0	0	0	0	0	0	0	0	0	0	0	0	
8495	8495	40.1183	40.1125	0.1384	0.21353	0.214726	0.0	20.78295	0.1364	0	0	0	0	0	0	0	0	0	0	0	0	
110567	110567	40.1106	40.1247	0.1647	0.2145	0.214903	0.0	20.73405	0.17345	0	0	0	0	0	0	0	0	0	0	0	0	
7473	7473	40.1785	40.1244	0.1362	0.21457	0.215748	0.0	20.8217	0.1308	0	0	0	0	0	0	0	0	0	0	0	0	
14019	14019	40.5422	40.1310	0.1488	0.21513	0.216177	0.0	21.20185	0.1483	0	0	0	0	0	0	0	0	0	0	0	0	
100206	100206	39.9350	40.1481	0.1174	0.2166	0.216994	0.0	20.59575	0.11555	0	0	0	0	0	0	0	0	0	0	0	0	
17435	17435	40.1680	40.1492	0.1422	0.21674	0.217778	0.0	20.8123	0.13625	0	0	0	0	0	0	0	0	0	0	0	0	
20364	20364	40.2317	40.1587	0.1596	0.21728	0.218249	0.0	20.89395	0.15665	0	0	0	0	0	0	0	0	0	0	0	0	
19008	19008	40.1213	40.1582	0.1367	0.21757	0.218747	0.0	20.7809	0.13945	0	0	0	0	0	0	0	0	0	0	0	0	
7512	7512	40.2698	40.1650	0.1435	0.21835	0.218886	0.0	20.9318	0.14225	0	0	0	0	0	0	0	0	0	0	0	0	
20144	20144	40.1184	40.1704	0.1493	0.21865	0.219759	0.0	20.76195	0.1415	0	0	0	0	0	0	0	0	0	0	0	0	
9467	9467	40.3501	40.1727	0.1750	0.21885	0.220014	0.0	20.976	0.1685	0	0	0	0	0	0	0	0	0	0	0	0	
5533	5533	40.2105	40.1728	0.1339	0.21887	0.220030	0.0	20.87005	0.13435	0	0	0	0	0	0	0	0	0	0	0	0	
15433	15433	40.2314	40.1784	0.1283	0.21935	0.220445	0.0	20.8854	0.1261	0	0	0	0	0	0	0	0	0	0	0	0	
5D3kx	88	40.1812	40.1823	0.1047	0.21938	0.219002	0.0	20.8469	0.1023	0	0	0	0	0	0	0	0	0	0	0	0	
19230	19230	40.0178	40.1804	0.1505	0.21955	0.220738	0.0	20.6719	0.1534	0	0	0	0	0	0	0	0	0	0	0	0	
220	178	40.1801	40.1867	0.1122	0.2196	0.218437	0.0	20.83145	0.10825	0	0	0	0	0	0	0	0	0	0	0	0	
14331	14331	40.3401	40.1827	0.1339	0.21975	0.220905	0.0	21.00055	0.1346	0	0	0	0	0	0	0	0	0	0	0	0	
15354	15354	40.1624	40.1930	0.1489	0.22068	0.221843	0.0	20.81795	0.15445	0	0	0	0	0	0	0	0	0	0	0	0	
370098	370098	40.1219	40.2044	0.1190	0.2212	0.220039	0.0	20.7853	0.1197	0	0	0	0	0	0	0	0	0	0	0	0	
480464	480464	40.1701	40.2044	0.1606	0.2212	0.220043	0.0	20.82175	0.14915	0	0	0	0	0	0	0	0	0	0	0	0	
15229	15229	40.2748	40.2137	0.1413	0.22256	0.223738	0.0	20.9356	0.1392	0	0	0	0	0	0	0	0	0	0	0	0	
13025	13025	40.4167	40.2169	0.1530	0.22286	0.224082	0.0	21.0804	0.1546	0	0	0	0	0	0	0	0	0	0	0	0	
14846	14846	40.2714	40.2223	0.1294	0.22334	0.224497	0.0	20.93075	0.1281	0	0	0	0	0	0	0	0	0	0	0	0	
330083	330083	40.0941	40.2295	0.1259	0.2236	0.223004	0.0	20.75105	0.12225	0	0	0	0	0	0	0	0	0	0	0	0	
19992	19992	40.5167	40.2350	0.1599	0.22452	0.225730	0.0	21.16495	0.15345	0	0	0	0	0	0	0	0	0	0	0	0	
550096	550096	40.0096	40.2376	0.1500	0.2246	0.225002	0.0	20.6681	0.15385	0	0	0	0	0	0	0	0	0	0	0	0	
30066	16	40.2144	40.2493	0.1285	0.2253	0.224142	0.0	20.8629	0.1228	0	0	0	0	0	0	0	0	0	0	0	0	
13727	13727	40.1926	40.2443	0.1311	0.22534	0.226402	0.0	20.861	0.12955	0	0	0	0	0	0	0	0	0	0	0	0	
20096	14	40.0639	40.2500	0.1263	0.2255	0.224985	0.0	20.723	0.12425	0	0	0	0	0	0	0	0	0	0	0	0	
13578	13578	40.2207	40.2588	0.1440	0.22669	0.227762	0.0	20.8771	0.141	0	0	0	0	0	0	0	0	0	0	0	0	
21033	21033	40.1886	40.2752	0.1565	0.22786	0.228791	0.0	20.83435	0.15045	0	0	0	0	0	0	0	0	0	0	0	0	
180561	180561	40.3369	40.2813	0.1222	0.2288	0.229998	0.0	20.96525	0.12895	0	0	0	0	0	0	0	0	0	0	0	0	
13072	13072	40.3319	40.2852	0.1440	0.22916	0.230357	0.0	20.99445	0.14355	0	0	0	0	0	0	0	0	0	0	0	0	
120586	120586	40.2981	40.2910	0.1494	0.2296	0.230007	0.0	20.95825	0.1411	0	0	0	0	0	0	0	0	0	0	0	0	
3452	3452	40.2310	40.2905	0.1302	0.22967	0.230867	0.0	20.8794	0.1271	0	0	0	0	0	0	0	0	0	0	0	0	
6	1	40.3832	40.2999	0.1404	0.2305	0.230879	0.0	21.0138	0.14645	0	0	0	0	0	0	0	0	0	0	0	0	
360140	360140	40.3719	40.3062	0.1603	0.2307	0.230024	0.0	21.03315	0.15375	0	0	0	0	0	0	0	0	0	0	0	0	
40780	188	40.1450	40.3046	0.1458	0.2307	0.230646	0.0	20.74845	0.15255	0	0	0	0	0	0	0	0	0	0	0	0	
430004	430004	40.2661	40.3132	0.1475	0.2318	0.233024	0.0	20.92185	0.1499	0	0	0	0	0	0	0	0	0	0	0	0	
350047	350047	40.5547	40.3354	0.1661	0.2335	0.232982	0.0	21.21045	0.1599	0	0	0	0	0	0	0	0	0	0	0	0	
12971	12971	40.2696	40.3344	0.1589	0.2338	0.234963	0.0	20.92065	0.1527	0	0	0	0	0	0	0	0	0	0	0	0	
17223	17223	40.2270	40.3350	0.1585	0.23381	0.234773	0.0	20.88475	0.1537	0	0	0	0	0	0	0	0	0	0	0	0	
110536	110536	40.2435	40.3463	0.1872	0.2348	0.235172	0.0	20.8644	0.19515	0	0	0	0	0	0	0	0	0	0	0	0	
19341	19341	40.3334	40.3516	0.1443	0.23542	0.236507	0.0	20.9929	0.1458	0	0	0	0	0	0	0	0	0	0	0	0	
15287	15287	40.4907	40.3606	0.1240	0.2363	0.237419	0.0	21.1547	0.12315	0	0	0	0	0	0	0	0	0	0	0	0	
13511	13511	40.6052	40.3834	0.1481	0.23652	0.237264	0.0	21.2481	0.14335	0	0	0	0	0	0	0	0	0	0	0	0	
12881	12881	40.2108	40.3647	0.1438	0.2367	0.237838	0.0	20.87655	0.14325	0	0	0	0	0	0	0	0	0	0	0	0	
310574	310574	40.3619	40.3686	0.1228	0.2368	0.238025	0.0	21.0224	0.1241	0	0	0	0	0	0	0	0	0	0	0	0	
16350	16350	40.3690	40.3662	0.1508	0.23684	0.237956	0.0	21.01435	0.146	0	0	0	0	0	0	0	0	0	0	0	0	
17884	17884	40.3829	40.3761	0.1359	0.23775	0.238700	0.0	21.0147	0.1316	0	0	0	0	0	0	0	0	0	0	0	0	
310042	310042	40.5327	40.3863	0.2350	0.2388	0.240021	0.0	21.19555	0.2471	0	0	0	0	0	0	0	0	0	0	0	0	
470008	470008	40.0576	40.3957	0.1552	0.2396	0.239980	0.0	20.71895	0.1478	0	0	0	0	0	0	0	0	0	0	0	0	
510251	510251	40.4535	40.4017	0.1629	0.24	0.239963	0.0	21.0934	0.1643	0	0	0	0	0	0	0	0	0	0	0	0	
580300	580300	40.4714	40.4091	0.1183	0.2406	0.240016	0.0	21.13115	0.11795	0	0	0	0	0	0	0	0	0	0	0	0	
510550	510550	40.4292	40.4129	0.1136	0.2411	0.241048	0.0	21.09055	0.1118	0	0	0	0	0	0	0	0	0	0	0	0	
460064	460064	40.1960	40.4165	0.1333	0.2416	0.241982	0.0	20.85675	0.13015	0	0	0	0	0	0	0	0	0	0	0	0	
19023	19023	40.3339	40.4181	0.1597	0.24185	0.242779	0.0	20.98075	0.15175	0	0	0	0	0	0	0	0	0	0	0	0	
14481	14481	40.7211	40.4197	0.1632	0.24206	0.243249	0.0	21.3452	0.1569	0	0	0	0	0	0	0	0	0	0	0	0	
480064	480064	40.6999	40.4296	0.1162	0.2426	0.242026	0.0	21.3408	0.1213	0	0	0	0	0	0	0	0	0	0	0	0	
20111	20111	40.5233	40.4258	0.1524	0.24267	0.243891	0.0	21.18455	0.15195	0	0	0	0	0	0	0	0	0	0	0	0	
20088	20088	40.4098	40.4309	0.1209	0.24315	0.244263	0.0	21.02795	0.1175	0	0	0	0	0	0	0	0	0	0	0	0	
13506	13506	40.5986	40.4339	0.1513	0.2434	0.244376	0.0	21.24885	0.15475	0	0	0	0	0	0	0	0	0	0	0	0	
15466	15466	40.2994	40.4433	0.1426	0.24436	0.245419	0.0	20.96025	0.1449	0	0	0	0	0	0	0	0	0	0	0	0	
3377	3377	40.2141	40.4511	0.1324	0.24448	0.244980	0.0	20.86815	0.1298	0	0	0	0	0	0	0	0	0	0	0	0	
174	175	40.4155	40.4517	0.1178	0.2448	0.244258	0.0	21.05305	0.1237	0	0	0	0	0	0	0	0	0	0	0	0	
18486	18486	40.2394	40.4607	0.1351	0.2454	0.245879	0.0	20.88445	0.13085	0	0	0	0	0	0	0	0	0	0	0	0	
420407	420407	40.5978	40.4533	0.1446	0.2454	0.246591	0.0	21.2589	0.1441	0	0	0	0	0	0	0	0	0	0	0	0	
15057	15057	40.7157	40.4549	0.1894	0.24552	0.246586	0.0	21.3752	0.1882	0	0	0	0	0	0	0	0	0	0	0	0	
17464	17464	40.0600	40.4550	0.1448	0.24555	0.246714	0.0	20.7198	0.14705	0	0	0	0	0	0	0	0	0	0	0	0	
20039	20039	40.4517	40.4554	0.1387	0.24558	0.246722	0.0	21.1159	0.14105	0	0	0	0	0	0	0	0	0	0	0	0	
10	171	40.4905	40.4623	0.1194	0.2457	0.244544	0.0	21.1466	0.1219	0	0	0	0	0	0	0	0	0	0	0	0	
13835	13835	40.4783	40.4599	0.1240	0.24603	0.247197	0.0	21.128	0.1225	0	0	0	0	0	0	0	0	0	0	0	0	
15219	15219	40.5366	40.4640	0.1356	0.24637	0.247215	0.0	21.1569	0.13055	0	0	0	0	0	0	0	0	0	0	0	0	
5D3mq	211	40.5008	40.4673	0.1083	0.24639	0.245995	0.0	21.16055	0.10805	0	0	0	0	0	0	0	0	0	0	0	0	
12977	12977	40.3669	40.4639	0.1490	0.24643	0.247536	0.0	21.0223	0.14645	0	0	0	0	0	0	0	0	0	0	0	0	
3451	3451	40.3244	40.4828	0.1359	0.24835	0.249544	0.0	20.98175	0.13435	0	0	0	0	0	0	0	0	0	0	0	0	
15161	15161	40.4419	40.4855	0.1331	0.24852	0.249347	0.0	21.09655	0.1326	0	0	0	0	0	0	0	0	0	0	0	0	
16213	16213	40.4831	40.4851	0.1437	0.24857	0.249718	0.0	21.1261	0.1388	0	0	0	0	0	0	0	0	0	0	0	0	
450082	450082	40.5293	40.4872	0.1547	0.2488	0.250024	0.0	21.19025	0.14705	0	0	0	0	0	0	0	0	0	0	0	0	
560152	560152	40.4767	40.4903	0.1723	0.2488	0.249999	0.0	21.1327	0.1596	0	0	0	0	0	0	0	0	0	0	0	0	
19990	19990	40.5583	40.4885	0.1423	0.24883	0.249670	0.0	21.2028	0.13995	0	0	0	0	0	0	0	0	0	0	0	0	
120585	120585	40.3870	40.4923	0.1219	0.2492	0.250015	0.0	21.02715	0.11585	0	0	0	0	0	0	0	0	0	0	0	0	
3199	3199	40.7078	40.4953	0.1399	0.24961	0.250801	0.0	21.38165	0.1409	0	0	0	0	0	0	0	0	0	0	0	0	
15868	15868	40.5455	40.4976	0.1284	0.24973	0.250516	0.0	21.1676	0.1247	0	0	0	0	0	0	0	0	0	0	0	0	
16106	16106	40.4507	40.4965	0.1493	0.24973	0.250908	0.0	21.0769	0.14445	0	0	0	0	0	0	0	0	0	0	0	0	
520077	520077	40.7274	40.5023	0.1729	0.25	0.249964	0.0	21.3768	0.1625	0	0	0	0	0	0	0	0	0	0	0	0	
390449	390449	40.4529	40.5033	0.1474	0.2501	0.250037	0.0	21.1135	0.14315	0	0	0	0	0	0	0	0	0	0	0	0	
13689	13689	40.5722	40.5021	0.1381	0.25029	0.251473	0.0	21.20115	0.13305	0	0	0	0	0	0	0	0	0	0	0	0	
5717	5717	40.6309	40.5031	0.1335	0.25037	0.251435	0.0	21.2982	0.13225	0	0	0	0	0	0	0	0	0	0	0	0	
500004	500004	40.3723	40.5072	0.1360	0.2504	0.249980	0.0	21.0268	0.13165	0	0	0	0	0	0	0	0	0	0	0	0	
6D3gn	235	40.5448	40.5071	0.1061	0.2504	0.250002	0.0	21.1763	0.1114	0	0	0	0	0	0	0	0	0	0	0	0	
13655	13655	40.7485	40.5105	0.1625	0.25104	0.251810	0.0	21.4064	0.1659	0	0	0	0	0	0	0	0	0	0	0	0	
5736	5736	40.5479	40.5168	0.1264	0.25174	0.252746	0.0	21.209	0.1266	0	0	0	0	0	0	0	0	0	0	0	0	
17552	17552	40.5622	40.5182	0.1456	0.25191	0.253014	0.0	21.2338	0.1462	0	0	0	0	0	0	0	0	0	0	0	0	
9032	9032	40.5016	40.5236	0.1614	0.25249	0.253698	0.0	21.1678	0.16095	0	0	0	0	0	0	0	0	0	0	0	0	
310161	310161	40.5461	40.5266	0.1128	0.2528	0.254022	0.0	21.20755	0.11325	0	0	0	0	0	0	0	0	0	0	0	0	
34	3	40.4412	40.5355	0.1172	0.2534	0.254211	0.0	21.09145	0.11245	0	0	0	0	0	0	0	0	0	0	0	0	
1112	1112	40.6745	40.5585	0.1849	0.25609	0.257302	0.0	21.3344	0.1818	0	0	0	0	0	0	0	0	0	0	0	0	
17340	17340	40.4785	40.5660	0.1480	0.25625	0.256987	0.0	21.13985	0.14805	0	0	0	0	0	0	0	0	0	0	0	0	
12972	12972	40.6092	40.5633	0.1686	0.25655	0.257704	0.0	21.2564	0.16145	0	0	0	0	0	0	0	0	0	0	0	0	
9457	9457	40.6158	40.5647	0.1755	0.25672	0.257921	0.0	21.2758	0.1749	0	0	0	0	0	0	0	0	0	0	0	0	
19207	19207	40.6827	40.5694	0.1666	0.25721	0.258396	0.0	21.34695	0.16715	0	0	0	0	0	0	0	0	0	0	0	0	
18325	18325	40.6187	40.5697	0.1466	0.25722	0.258369	0.0	21.2741	0.1446	0	0	0	0	0	0	0	0	0	0	0	0	
8046	8046	40.7086	40.5742	0.1475	0.2576	0.258373	0.0	21.37115	0.15	0	0	0	0	0	0	0	0	0	0	0	0	
6108	6108	40.6138	40.5770	0.1417	0.258	0.259194	0.0	21.2775	0.14285	0	0	0	0	0	0	0	0	0	0	0	0	
550041	550041	40.5091	40.5846	0.1519	0.2588	0.260022	0.0	21.13905	0.14085	0	0	0	0	0	0	0	0	0	0	0	0	
20176	15	40.5707	40.6040	0.1260	0.2604	0.259992	0.0	21.22765	0.12265	0	0	0	0	0	0	0	0	0	0	0	0	
14298	14298	40.6562	40.6032	0.1562	0.2607	0.261732	0.0	21.31275	0.1521	0	0	0	0	0	0	0	0	0	0	0	0	
370498	370498	40.6957	40.6075	0.1488	0.2607	0.260011	0.0	21.3572	0.14225	0	0	0	0	0	0	0	0	0	0	0	0	
15440	15440	40.5396	40.6096	0.1351	0.26129	0.262051	0.0	21.2036	0.13865	0	0	0	0	0	0	0	0	0	0	0	0	
2017	2017	40.8049	40.6116	0.1860	0.26162	0.262782	0.0	21.4559	0.17885	0	0	0	0	0	0	0	0	0	0	0	0	
1253	1253	40.5282	40.6120	0.1635	0.26166	0.262781	0.0	21.1668	0.15835	0	0	0	0	0	0	0	0	0	0	0	0	
5D1hk	180	40.4966	40.6180	0.1088	0.2622	0.263005	0.0	21.15835	0.1082	0	0	0	0	0	0	0	0	0	0	0	0	
520019	520019	40.7314	40.6287	0.1301	0.2631	0.263024	0.0	21.391	0.1313	0	0	0	0	0	0	0	0	0	0	0	0	
4D3ez	156	40.5023	40.6321	0.1055	0.26338	0.262995	0.0	21.15515	0.1079	0	0	0	0	0	0	0	0	0	0	0	0	
2422	2422	40.7457	40.6292	0.1488	0.26349	0.264684	0.0	21.3576	0.14295	0	0	0	0	0	0	0	0	0	0	0	0	
20345	20345	40.3964	40.6301	0.1570	0.26357	0.264704	0.0	21.035	0.1514	0	0	0	0	0	0	0	0	0	0	0	0	
350235	350235	40.5771	40.6358	0.1231	0.2637	0.263029	0.0	21.2319	0.12955	0	0	0	0	0	0	0	0	0	0	0	0	
2943	2943	40.6051	40.6348	0.1573	0.26405	0.265120	0.0	21.2679	0.15695	0	0	0	0	0	0	0	0	0	0	0	0	
330022	330022	40.4101	40.6358	0.1385	0.2641	0.264924	0.0	21.064	0.1418	0	0	0	0	0	0	0	0	0	0	0	0	
13099	13099	40.7906	40.6387	0.1688	0.26451	0.265709	0.0	21.45355	0.1665	0	0	0	0	0	0	0	0	0	0	0	0	
110478	110478	40.5824	40.6426	0.1403	0.2647	0.265081	0.0	21.2449	0.1389	0	0	0	0	0	0	0	0	0	0	0	0	
6315	6315	40.4545	40.6510	0.1353	0.26576	0.266737	0.0	21.0609	0.1301	0	0	0	0	0	0	0	0	0	0	0	0	
18463	18463	40.6700	40.6610	0.1490	0.26687	0.267940	0.0	21.33225	0.14765	0	0	0	0	0	0	0	0	0	0	0	0	
520023	520023	40.5646	40.6743	0.1666	0.268	0.267968	0.0	21.22475	0.16715	0	0	0	0	0	0	0	0	0	0	0	0	
19702	19702	40.7480	40.6768	0.1660	0.26821	0.268830	0.0	21.39935	0.16265	0	0	0	0	0	0	0	0	0	0	0	0	
6D3fp	234	40.6003	40.6788	0.1016	0.26838	0.267995	0.0	21.24725	0.1051	0	0	0	0	0	0	0	0	0	0	0	0	
18945	18945	40.8318	40.6766	0.1557	0.26856	0.269695	0.0	21.4883	0.15275	0	0	0	0	0	0	0	0	0	0	0	0	
530037	530037	40.6896	40.6787	0.1530	0.2688	0.269987	0.0	21.34225	0.14435	0	0	0	0	0	0	0	0	0	0	0	0	
3D4cj	129	40.5115	40.6800	0.1039	0.26891	0.270000	0.0	21.1762	0.0993	0	0	0	0	0	0	0	0	0	0	0	0	
510638	510638	40.7100	40.6928	0.1440	0.27	0.269953	0.0	21.36745	0.13725	0	0	0	0	0	0	0	0	0	0	0	0	
19002	19002	40.6423	40.6919	0.1297	0.2701	0.270810	0.0	21.2859	0.12695	0	0	0	0	0	0	0	0	0	0	0	0	
160039	160039	40.5668	40.7008	0.1220	0.2707	0.270028	0.0	21.22425	0.12	0	0	0	0	0	0	0	0	0	0	0	0	
310051	310051	40.5980	40.6970	0.1183	0.2708	0.272021	0.0	21.2356	0.1242	0	0	0	0	0	0	0	0	0	0	0	0	
6192	6192	40.6890	40.6979	0.1743	0.27091	0.272141	0.0	21.3419	0.169	0	0	0	0	0	0	0	0	0	0	0	0	
380378	380378	40.6654	40.7047	0.1119	0.2712	0.270808	0.0	21.30945	0.10785	0	0	0	0	0	0	0	0	0	0	0	0	
15356	15356	40.6506	40.7208	0.1464	0.2734	0.274598	0.0	21.30625	0.14505	0	0	0	0	0	0	0	0	0	0	0	0	
420258	420258	40.7559	40.7334	0.1443	0.2748	0.276026	0.0	21.3734	0.1525	0	0	0	0	0	0	0	0	0	0	0	0	
150254	150254	40.6433	40.7391	0.1103	0.2749	0.274204	0.0	21.2869	0.11615	0	0	0	0	0	0	0	0	0	0	0	0	
100213	100213	40.8506	40.7391	0.1349	0.2752	0.275592	0.0	21.50715	0.1382	0	0	0	0	0	0	0	0	0	0	0	0	
4046	4046	40.7048	40.7393	0.1560	0.27544	0.276662	0.0	21.37075	0.15505	0	0	0	0	0	0	0	0	0	0	0	0	
20227	20227	40.8182	40.7419	0.1588	0.27573	0.276958	0.0	21.4485	0.153	0	0	0	0	0	0	0	0	0	0	0	0	
4000	4000	40.9665	40.7501	0.1903	0.27656	0.277457	0.0	21.62545	0.19055	0	0	0	0	0	0	0	0	0	0	0	0	
17791	17791	41.2766	40.7578	0.2170	0.27749	0.278675	0.0	21.8807	0.2055	0	0	0	0	0	0	0	0	0	0	0	0	
18485	18485	40.7325	40.7657	0.1430	0.27822	0.278833	0.0	21.3866	0.13915	0	0	0	0	0	0	0	0	0	0	0	0	
5957	5957	40.8629	40.7742	0.1363	0.27923	0.280071	0.0	21.50115	0.13265	0	0	0	0	0	0	0	0	0	0	0	0	
40201	187	40.6366	40.7822	0.1154	0.2797	0.279014	0.0	21.2969	0.11365	0	0	0	0	0	0	0	0	0	0	0	0	
